Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,206265,DigiCert,New Forecasting Tab Request,"Hi Clari Team,
 
We would like your help in creating a new view within our Clari instance.
 
I have included a screenshot below where we have a few columns aggregating on the rep territory id by sales rep. We would like to create a similar view that aggregates by sales rep but instead of aggregating on the sales territory id field, we will be aggregating on the Sell With Partner Territory ID (API NAME: Sell_With_Partner_Territory_ID__c).
 
Similar to how it works in the screenshot below, we will have the same column names, with the blue-underlined columns being inputs by our team, and the red-underlined columns being aggregations of the C-NNACV from the deal values associated with the Sell With Partner Territory ID.
 
Please let me know if you have any questions and what we can do to get this initiative moving forward.

Thanks,
Jack Earl (submitting on behalf of Andrew Walton andrew.walton@digicert.com)","The issue stemmed from the misconfiguration of the ""Sell With Partner Territory ID"" filter, where values were represented as IDs instead of actual values. To resolve this, a new mode and tab named ""Sell-With C-NNACV"" were created with the correct Mode, Ag",Low,Jason Parawan,Jack Earl,"12/13/2024, 2:25 PM",72,Configuration,Forecast - Update,1735,803.5755556
,206412,PublicRelay,Retire Service Account,"We’re looking at shoring up our security posture, and part of that process is ensuring each account is tied to a single person. Now that SSO is enabled, we have to use a workaround to get into the Sales Support (salessupport@publicrelay.com) account within Clari. To keep things simple and secure, I’d like to terminate that account if possible. The Sales Support account is tied to the Clari API and has some administrative privileges. Could you please assist in re-assigning those to rebecca.mathias@publicrelay.com?",-,P3,Pooled CSM,Robert Miska,"12/16/2024, 2:09 PM",47,Configuration,Other,1115,547.8402778
,207230,Checkout Technology UK,Sales Stages + Opportunity Updates for Checkout,"**CUSTOMER WOULD LIKE THIS CHANGE MADE FOR 20TH JANUARY (DATE TBC) - THIS IS A CASE TO PREP FOR THAT**

Customer making various changes to their Sales Stages and Validation Rules in relation to their Opportunities and we need to ensure that we're aligning to these in Clari. This Case should be preparing for these changes due to go in. 

Requirements are set out in the following documents (can also forward customer email to you):

Overview of Checkout new Sales Stages, including desired behavior and legacy stage field mapping (last page) - https://docs.google.com/presentation/d/1mg9g6YNPrDCFFbc56zp7ZZIKA_Y6-Aqc_9BW0eewfG8/edit#slide=id.g30e66a5ebe3_0_0

Overview of opportunity validation rules, which ones are remaining, which ones are new & which are disappearing - also tried to group them between rules that are relevant for Clari and aren't - https://docs.google.com/spreadsheets/d/1-lAiowsdf6R3gUN3bgwRmWAtWHhf8bIRbr_FRU7zGos/edit?gid=1940072374#gid=1940072374

Overview of new",Jan 27 : Updated the mapping as requested,Low,Toni Pang,Parin Lad,"1/2/2025, 4:05 AM",34,Configuration,Other,814,381.9069444
,207708,"Apple, Inc.","EMEIA EDU Commit for Last quarter reflects Fulfilled (Ascent) value, need to reflect QTD Actuals","Hi,

We have a question from the EMEIA EDU team on how the commit column displays the value for last/closed quarter. Currently, in commit, the filter criteria is to look at ""In Forecast"" category. Fulfilled (Ascent) looks at the ""Closed Won"" category. QTD Actuals are being sent to Clari from SFDC at the moment and roll up at the territory level for a given LOB.
Since Commit is a Forecast Column I wasn't sure if this is possible given our current set up, but the user has two questions: 
1. at the close of the quarter, can the commit column reflect what is in the QTD Actuals column vs what is in the fulfilled column?
2. Can we relabel QTD Actuals into Actuals (closed) once the quarter is closed? --> I don' we have the capability of dynamically changing column labels based on a quarter but can you please confirm? 

Thanks!","Wed 15: Can the commit column at the close of quarter show what is in the QTD Actuals column as the commit number and the last submitted forecast in (). So if the Fulfilled deals were 1000, the Last commit was 7500 and the QTD actuals is 7850 - the commit",Low,Liz LeDoux Tajonar,Riddhi Patel,"1/7/2025, 4:50 PM",65,Configuration,Forecast - Update,1542,737.1522222
,207835,Lightbend,Remove columns from New ARR Tab,"Please remove the following columns from the New ARR Tab; EXP in the Call Forecast, New Upside Forecast, EXP Upside Forecast, Pipeline Coverage, EXP Coverage, Commit Coverage, Most Likely Coverage, And all monthly columns","Root Cause:
The requested columns were part of dependent calculations or composite fields, preventing their removal without impacting the overall forecast functionality.

Resolution:
Columns with dependencies were retained, and the remaining requested",Low,Pooled CSM,Andy Van Amson,"1/8/2025, 1:22 PM",32,Configuration,Forecast - Update,775,356.6247222
,208441,Inovalon,Capture - Clearbit Enrichment,"Hi team,

Inovalon is considering the addition of new fields enriched by Clearbit for their contact syncing. To determine if they wish to proceed, they are asking to review a file containing the 50 most recent contacts, with the corresponding Clearbit fields listed as columns.

They aim to assess which specific data is currently captured by Clearbit to confirm the field mappings they might want to include for role, subrole, and seniority.",n/a,Low,Caitlin Stone,Caitlin Stone,"1/14/2025, 11:26 AM",20,Configuration,Capture - Update,489,230.5627778
,208593,Redwood Software,Can i make my aggregation field be a calculated field?,"I would like to have a column that cacluates weighted pipeline off of stage probability.
So if Deal Value = 100K, Stage is Negotation which we value at 85% conversion... would like it to treat the value as 85K. 

Is it possible to have that as a calculated aggreation field? DeaValue * StageProbability or similar?",Jan 17: Yes we can implement this change for the customer,Low,Caroline McCarthy,Alex Lowe,"1/15/2025, 11:01 AM",19,Configuration,Field Config - Update,452,204.1227778
,208642,Okta,Okta changes to forecast tabs for new Fiscal Year,"Okta is a PLATINUM customer with a critical $1.5M renewal this summer. 

They need to implement several changes to their Forecasting tabs and processes in advance of their new FY starting Feb 1st. 

They hope to have ONE of the new tabs (Auth0 + Okta Aggregate Forecast) active in their Clari Sandbox (sandbox user ricco.ugas@s2-okta.com) by FRIDAY Jan 17 so they can meet with Okta's Chief Revenue Officer and show him how the system will look in the new FY.



CoPilot recording where customer walks through detailed requirements:

https://copilot.clari.com/guest/sharedCall/67881e0641abfc7701fc2ac7



Broad overview slides: https://docs.google.com/presentation/d/1SCRaLok2ZLal38mtBbolH7zpT7a2VoXi-vtVcetfjCY/edit?usp=sharing



Spreadsheet with detailed Changes they need to Forecasting tabs: (The tab they are hoping to have built by Friday is: Auth0 + Okta Aggregate Forecast Tab )

https://docs.google.com/spreadsheets/d/11MuTOwPWIZcX63-ZRDzO41uDETeqGE4hvGutBJe7iok/edit?us",we have added the new tab,Low,Matthew Colangelo,Matthew Colangelo,"1/15/2025, 1:56 PM",20,Configuration,Forecast - Update,487,228.0583333
,208981,Canto,please remove a filter option,"Please remove the filter option for Canto Cross-Sell where it has been listed on the New tab. The only options should be Canto New Business and Canto Cumulus Migration.

The opp record type ID for Canto Cross-Sell is 0120J000000YgikQAC.","Root Cause: The presence of an unnecessary filter for Canto Cross-Sell in the New tab.
Resolution: Removed the Canto Cross-Sell filter from all columns as per the request, ensuring only the required options remain.",Low,Pooled CSM,Megan Jacobson,"1/17/2025, 9:01 AM",18,Configuration,Forecast - Update,441,200.9733333
,210025,Cisco Systems (AE Parent),Migrating mode Configuration to new Cisco Sandbox Org,"o:2939 (cisco.com)
Impersonation user: clariintegration.gen@cisco.com

This org has the following modes configured:
Account Manager (OPPORTUNITY_MODE)
Renewals Manager (renewalsmanager)
Architecture (productlines)

We need these modes (grid/details/filters/groups) copied to o:3257 (s-ciscomain1.com)
impersonation user: sandboxadmin@s-ciscomain1.com

This is critical work to support a Cisco pilot to support a very large $$$ opportunity.",n/a,Low,Matthew Colangelo,Daniel Mosbarger,"1/22/2025, 9:58 PM",11,Configuration,Field Config - Update,263,112
,210129,Barracuda,Barracuda | Adding Territories to Opportunity Grid,"Entering on behalf of Emillie Kushner at Barracuda. 

The Barracuda team is looking to amend and adjust the Opportunity Grid to be inclusive of all territories present in the attached spreadsheet",02/03 AP - All the filter options have been reimported,Low,Chris Hughes,Chris Hughes,"1/23/2025, 11:42 AM",10,Opportunity,Filters,251,102.2930556
,210293,"iCIMS, Inc.",Add a column,"Please see this file - please add the column to forecast config and I will adjust as needed. 

Also as an FYI, we mapped in Renewed_Contract_Top_Tier_ARR__c into Clari earlier today so it should be featured now.","Root Cause:
The division formula requires configuration involving a currency field (Renewed Contract Top Tier ARR), which is not supported in the current setup.

Resolution:
The column was added, and the customer has been requested to update the formu",Low,Tyler Jass,Daniel Atkins,"1/24/2025, 12:08 PM",13,Configuration,Forecast - Update,318,149.8508333
,210294,Tealium,New Forecast Tab = Consumption Forecast,"This case is to request a new tab in the Management Forecast tabs using the Account Subscription mode.  The new tab name is ""Consumption Forecast"".
The columns in the left of the table should allow the user to view the metrics by the following rows and expand the data to the product name detail level:

Account.Account_Owner_Name__c
Account.Name
SBQQ__Subscription__c.SBQQ__ProductName__c

The following columns should be added to the grid:
Field Name: Total Contracted Volume
Type: Read-only
Mode: Account Subscriptions
Field to Sum: SBQQ__Subscription__c.Net_Segment_Volume__c
Duration: Quarter
Filters: SBQQ__SegmentStartDate__c <= TODAY() AND SBQQ__SegmentEndDate__c >= TODAY() AND SBQQ__TerminatedDate__c = "" ""

Field Name: Volume Consumed
Type: Read-only
Mode: Account Subscriptions
Field to Sum: SBQQ__Subscription__c.Segment_Volume_Used__c
Duration: Quarter
Filters: SBQQ__SegmentStartDate__c <= TODAY() AND SBQQ__SegmentEndDate__c >= TODAY() AND SBQQ__TerminatedDate__c = "" ""

Field Name: D","Root Cause:
The provided filter for the ""Total Contracted Volume"" column does not function correctly, possibly due to incorrect logic or data inconsistencies.

Resolution:
Requested the customer to review and update the filters for all three columns. ",P3,Amanda DeLuise,Lia Stahl,"1/24/2025, 12:15 PM",23,Configuration,Forecast - Update,561,245.7438889
